,fips,covid_case*,population,percent_age_65_and_older,majority_race,female_to_male,high_school_graduation_rate,median_household_income,percent_adults_with_obesity,percent_smokers,violent_crime_rate,o3_mean_pred,pm25_mean_pred,mean_temp,2016_pres_election,percent_drive_alone_to_work,date_stay_at_home_effective
1725,31085,0.0,922.0,,4.0,0.937246963562753,,,,,,40.4,6.2,,1.0,,
1726,31087,36.20564808110065,2762.0,23.8,4.0,1.0098383696416022,80.0,43880.0,37.7,16.1,121.8,40.5,6.3,55.5,1.0,78.5,2.0
1727,31089,9.933445912387008,10067.0,21.0,4.0,0.9959278650378127,89.6,55965.0,32.0,13.4,77.2,37.9,6.4,51.1,1.0,73.9,2.0
1728,31091,0.0,682.0,,4.0,1.1714285714285715,,,,,,40.2,5.3,,1.0,,
1729,31093,589.6043444530644,6445.0,20.7,4.0,0.9878580323785803,97.2,52292.0,37.3,14.8,,37.7,7.4,53.4,1.0,76.4,2.0
1730,31095,85.15469770082316,7046.0,23.2,4.0,1.0723440615209343,93.1,47075.0,36.6,15.4,780.0,38.2,8.3,58.3,1.0,80.3,2.0
1731,31097,138.03983435219877,5071.0,17.4,4.0,0.6844833171363783,90.0,52401.0,36.5,15.9,116.9,37.5,8.7,58.1,1.0,78.9,2.0
1732,31099,169.3610469591994,6495.0,18.6,4.0,1.0275627129142149,97.7,64456.0,37.4,14.9,98.7,38.5,7.5,52.7,1.0,80.2,2.0
1733,31101,24.894199651481205,8034.0,23.8,4.0,0.9725794710021839,93.2,52086.0,30.1,15.1,105.7,40.4,5.9,54.1,1.0,81.2,2.0
1734,31103,0.0,806.0,,4.0,0.9565217391304348,,,,,,38.2,5.6,,1.0,,
1735,31105,247.79735682819384,3632.0,25.7,4.0,1.0043478260869565,89.0,46986.0,38.6,15.1,218.1,44.4,4.8,51.9,1.0,77.4,2.0
1736,31107,96.01536245799328,8332.0,23.7,4.0,1.0487099107788762,92.2,47906.0,32.0,13.5,52.8,37.6,7.3,52.9,1.0,78.8,2.0
1737,31109,285.8127800933906,319090.0,12.2,4.0,0.9920735037844305,83.7,58618.0,28.7,12.9,326.0,36.9,8.9,54.9,0.0,81.3,2.0
1738,31111,128.88812510740678,34914.0,17.2,4.0,1.0336763865065752,91.2,56803.0,37.2,15.8,274.0,39.3,6.2,47.1,1.0,84.9,2.0
1739,31113,0.0,748.0,,4.0,0.9511677282377919,,,,,,39.3,5.8,,1.0,,
1740,31115,0.0,664.0,,4.0,1.0653846153846154,,,,,,38.3,6.1,,1.0,,
1741,31117,0.0,494.0,,4.0,0.9547511312217195,,,,,,40.0,5.6,,1.0,,
1742,31119,772.1017692811761,35099.0,15.4,4.0,1.0107816711590296,92.5,55226.0,34.2,15.5,142.0,37.2,8.0,52.1,1.0,81.3,2.0
1743,31121,373.95228884590585,7755.0,19.6,4.0,1.00846587993843,97.1,56493.0,38.3,15.6,64.4,37.4,7.9,54.3,1.0,83.9,2.0
1744,31123,215.42438604049977,4642.0,18.4,4.0,0.9930894308943089,95.2,49151.0,37.7,14.6,58.6,42.0,4.9,49.8,1.0,72.2,2.0
1745,31125,113.66865586814436,3519.0,20.5,4.0,1.0232426303854876,87.6,47279.0,30.7,15.1,,37.4,7.8,52.3,1.0,79.7,2.0
1746,31127,43.029259896729776,6972.0,18.1,4.0,1.0256041426927502,93.8,52069.0,38.6,14.7,99.0,37.4,9.0,58.1,1.0,79.1,2.0
1747,31129,24.108003857280618,4148.0,,4.0,0.996301433194637,,,,,,38.5,7.7,,1.0,,
1748,31131,37.471896077941544,16012.0,19.5,4.0,1.0397019144288835,88.3,60734.0,39.7,13.8,75.0,37.0,8.9,58.1,1.0,80.4,2.0
1749,31133,0.0,2613.0,,4.0,1.053151100987092,,,,,,38.0,8.7,,1.0,,
1750,31135,0.0,2891.0,,4.0,0.9701492537313433,,,,,,40.7,6.1,,1.0,,
1751,31137,143.90081912773965,9034.0,19.8,4.0,0.9906582663480339,94.0,59003.0,36.8,13.4,97.1,38.9,7.4,54.7,1.0,83.0,2.0
1752,31139,13.989927252378289,7148.0,18.5,4.0,0.9941634241245136,98.0,57367.0,32.3,14.6,73.8,37.3,7.8,52.1,1.0,80.1,2.0
1753,31141,1437.1078577830892,33470.0,15.7,4.0,0.9730524546873125,91.7,63656.0,35.8,14.9,102.3,37.0,8.3,52.6,1.0,80.2,2.0
1754,31143,172.64530980241705,5213.0,20.4,4.0,1.0341349883630722,94.1,59815.0,35.2,13.6,9.6,37.2,8.2,52.6,1.0,79.3,2.0
1755,31145,46.624393882879524,10724.0,18.8,4.0,0.9578530259365994,96.7,49034.0,34.9,15.6,96.4,40.0,6.6,55.5,1.0,85.7,2.0
1756,31147,12.714558169103624,7865.0,23.2,4.0,0.9933102081268583,93.2,47573.0,36.3,16.8,37.4,37.8,9.1,59.8,1.0,81.2,2.0
1757,31149,0.0,1357.0,,4.0,1.0014492753623188,,,,,,38.2,5.9,,1.0,,
1758,31151,3065.241844769404,14224.0,14.4,4.0,0.9569672131147541,86.8,54569.0,36.6,15.5,236.5,37.7,8.4,53.6,1.0,79.7,2.0
1759,31153,195.51699822645784,187196.0,10.2,4.0,1.0005938242280286,92.1,79358.0,32.6,13.0,84.6,36.2,9.2,56.3,1.0,87.6,2.0
1760,31155,101.95569561590509,21578.0,17.2,4.0,0.9868196472596245,95.3,67897.0,34.5,14.0,61.9,36.8,8.7,54.4,1.0,84.0,2.0
1761,31157,151.60873715537087,35618.0,17.8,4.0,1.0674443626479415,92.2,50247.0,35.5,18.2,204.8,42.7,4.8,56.6,1.0,83.7,2.0
1762,31159,150.42814163388104,17284.0,16.8,4.0,0.9861337683523654,95.4,71024.0,31.4,13.6,56.6,37.2,8.4,53.6,1.0,81.1,2.0
1763,31161,0.0,5246.0,,4.0,1.012672811059908,,,,,,40.8,4.5,,1.0,,
1764,31163,66.64445184938354,3001.0,26.1,4.0,1.007905138339921,91.0,47499.0,35.7,14.0,48.6,38.0,7.1,49.0,1.0,79.4,2.0
1765,31165,0.0,1166.0,,4.0,0.9412673879443586,,,,,,42.7,3.8,,1.0,,
1766,31167,253.3783783783784,5920.0,15.2,4.0,0.9980086292731497,97.0,66228.0,38.1,14.1,58.2,37.0,8.2,52.1,1.0,83.1,2.0
1767,31169,0.0,5003.0,,4.0,1.0153121319199059,,,,,,38.3,8.0,,1.0,,
1768,31171,138.50415512465375,722.0,19.1,4.0,0.8691860465116279,,48275.0,27.4,13.8,,39.5,5.5,54.3,1.0,65.6,2.0
1769,31173,263.0121816168328,7224.0,12.1,2.0,1.0145631067961165,79.1,45405.0,44.1,27.0,61.7,36.5,8.6,53.4,1.0,76.1,2.0
1770,31175,72.15007215007215,4158.0,24.1,4.0,1.0142112742775935,96.0,48604.0,31.8,14.2,96.9,37.9,6.8,49.0,1.0,77.0,2.0
1771,31177,115.77982536543007,20729.0,16.0,4.0,1.017592409567108,97.2,77838.0,32.0,13.6,71.7,36.7,8.9,54.5,1.0,86.6,2.0
1772,31179,42.62120404901438,9385.0,13.7,4.0,0.971709974853311,94.3,55970.0,34.6,13.9,,36.8,8.3,52.3,1.0,80.6,2.0
1773,31181,143.38973329509608,3487.0,23.4,4.0,1.027621195039459,100.0,45058.0,33.2,15.1,110.4,38.6,7.4,53.6,1.0,76.1,2.0
1774,31183,0.0,783.0,,4.0,0.9054054054054054,,,,,,37.7,6.9,,1.0,,
1775,31185,219.31427735945613,13679.0,18.8,4.0,1.0356144223693893,98.5,61478.0,36.5,14.2,21.6,37.3,8.2,53.6,1.0,80.0,2.0
1776,32001,28.102292344132643,24909.0,17.5,4.0,0.9727354849306069,73.3,58429.0,32.4,18.1,211.3,43.2,6.5,58.2,1.0,82.6,1.0
1777,32003,244.23008627021923,2266715.0,13.3,0.0,1.000409090134299,83.2,57155.0,25.5,17.0,757.0,45.1,7.5,78.6,0.0,78.7,1.0
1778,32005,51.11951743175544,48905.0,24.5,4.0,0.9807876242358714,87.5,70495.0,25.0,14.2,151.7,46.2,6.6,,1.0,77.9,1.0
1779,32007,39.789306150289896,52778.0,9.2,4.0,0.9266875114953099,88.5,79134.0,29.1,17.2,403.8,43.0,5.1,55.5,1.0,62.4,1.0
1780,32009,0.0,873.0,,4.0,1.2721649484536082,,,,,,48.0,5.2,,1.0,,
1781,32011,0.0,2029.0,,4.0,1.0353356890459364,,,,,,44.3,4.7,,1.0,,
1782,32013,439.6649040461054,16831.0,10.5,4.0,0.9245410519202613,89.5,72873.0,33.3,17.1,326.8,42.0,5.9,52.9,1.0,65.3,1.0
1783,32015,343.45625451916123,5532.0,12.6,4.0,0.7970085470085471,92.3,79278.0,34.9,17.1,619.8,44.1,4.8,,1.0,58.9,1.0
1784,32017,38.58769052672198,5183.0,18.6,4.0,0.8715827338129496,86.1,55504.0,29.7,16.1,39.0,46.0,4.4,71.0,1.0,82.3,1.0
1785,32019,83.46374543557643,57510.0,19.8,4.0,0.9811742424242424,83.6,59732.0,34.9,20.6,270.1,44.5,7.0,,1.0,79.9,1.0
1786,32021,88.79023307436182,4505.0,24.7,4.0,1.0651270207852195,84.4,44438.0,30.0,21.5,135.2,46.8,5.4,45.2,1.0,77.2,1.0
1787,32023,124.66951830277497,46523.0,27.2,4.0,0.9870576896599201,79.3,47031.0,33.5,18.0,166.5,47.2,5.2,62.0,1.0,78.1,1.0
1788,32027,0.0,6725.0,,4.0,0.5358542771501038,,,,,,42.7,5.7,,1.0,,
1789,32029,24.25418384671356,4123.0,,4.0,1.0543822597676875,,,,,,44.3,7.5,,1.0,,
1790,32031,268.4939525236523,471519.0,14.6,4.0,0.987186234456675,84.1,63636.0,23.3,15.2,438.6,44.2,7.6,,0.0,77.8,1.0
1791,32033,41.75365344467641,9580.0,15.0,4.0,0.6938144329896907,69.9,58942.0,32.8,17.8,220.5,45.8,4.3,54.8,1.0,78.5,1.0
1792,32510,126.9761785535446,55916.0,19.1,4.0,0.9507447650572066,70.9,56382.0,28.3,19.0,291.1,45.4,6.9,52.2,1.0,80.0,1.0
1793,33001,86.45580151052967,61303.0,19.6,4.0,1.0327554283790608,88.2,64777.0,28.6,14.3,238.7,35.5,6.6,42.8,1.0,80.5,0.0
1794,33003,89.9611531384175,48910.0,24.2,4.0,1.0023594842841492,93.7,59413.0,27.2,14.8,181.5,35.7,6.3,47.9,1.0,81.4,0.0
1795,33005,64.40165604258395,76085.0,17.2,4.0,1.0459958601037662,89.4,60251.0,30.0,16.6,187.3,36.1,7.7,35.9,0.0,77.6,0.0
1796,33007,12.673066565282133,31563.0,21.5,4.0,0.8979495361342552,92.4,44259.0,33.6,16.5,158.7,37.3,5.6,41.2,1.0,77.2,0.0
1797,33009,70.08877912021894,89886.0,18.0,4.0,1.0313068802329814,94.6,65163.0,23.6,13.2,166.8,35.6,6.2,39.2,0.0,74.7,0.0
1798,33011,436.42467477968944,417025.0,13.9,4.0,1.01398091934085,88.0,78714.0,28.0,13.5,273.1,37.0,7.6,41.8,1.0,81.4,0.0
1799,33013,186.9331730419906,151391.0,16.1,4.0,1.03060496267018,88.0,74351.0,27.6,13.6,157.6,36.1,7.1,41.0,0.0,80.8,0.0
1800,33015,367.3705244876021,309769.0,15.2,4.0,1.0195155496801933,93.0,93645.0,26.6,12.5,117.2,36.7,7.4,45.4,1.0,83.5,0.0
1801,33017,183.72080561573264,130633.0,13.6,4.0,1.043204494817398,85.6,69919.0,29.8,17.2,235.8,36.0,7.1,47.1,0.0,79.1,0.0
1802,33019,37.083391276132204,43146.0,18.7,4.0,1.0257254385552368,84.0,60034.0,33.4,16.3,175.2,35.7,7.2,35.9,1.0,81.4,0.0
1803,34001,697.0834755565669,263670.0,15.9,4.0,1.0649461682214707,90.1,60826.0,29.8,15.6,373.2,38.7,8.6,46.6,0.0,77.2,0.0
1804,34003,1879.635529638426,932202.0,16.0,4.0,1.0649752093772842,95.0,100181.0,22.3,11.4,84.3,34.1,9.5,50.5,0.0,68.7,0.0
1805,34005,898.1719954462679,445349.0,15.5,4.0,1.03258897260119,93.3,84470.0,29.3,12.4,162.8,36.9,10.3,45.1,0.0,83.0,0.0
1806,34007,1114.3777235024315,506471.0,14.2,4.0,1.069295624073669,87.6,67135.0,31.4,16.1,464.9,36.0,10.8,,0.0,76.5,0.0
1807,34009,562.8048979237062,92039.0,23.9,4.0,1.048377312708523,87.7,62175.0,28.7,15.8,235.9,39.8,8.5,48.7,1.0,80.4,0.0
1808,34011,1176.3761728651011,149527.0,13.8,0.0,0.9478566939032055,81.2,51790.0,35.9,18.3,516.3,38.0,9.3,43.4,0.0,80.8,0.0
1809,34013,2088.425795550549,798975.0,12.4,0.0,1.0815858939183127,87.0,62875.0,29.1,14.2,606.2,34.3,9.6,47.4,0.0,61.0,0.0
1810,34015,663.4983335390692,291636.0,14.1,4.0,1.0578717273234504,93.3,81315.0,31.0,15.6,115.5,36.8,10.6,53.0,1.0,85.1,0.0
1811,34017,2620.647807600042,672391.0,10.7,0.0,1.0150172671893758,85.3,73337.0,23.9,15.4,341.7,32.9,10.0,,0.0,37.2,0.0
1812,34019,711.5806739513231,124371.0,15.7,4.0,0.9986486701324303,96.4,112335.0,20.4,12.5,42.3,37.9,9.5,42.0,1.0,80.1,0.0
1813,34021,1637.8629943118415,367430.0,13.7,4.0,1.0436579398225438,89.7,79979.0,25.8,13.6,375.3,37.9,9.6,48.4,0.0,71.2,0.0
1814,34023,1797.9254892359602,825062.0,13.5,0.0,1.0316261734853576,90.4,87666.0,25.9,11.0,148.6,37.1,9.3,53.2,0.0,72.6,0.0
1815,34025,1207.184932004945,618795.0,15.6,4.0,1.056249836168707,93.9,99223.0,25.2,13.4,149.6,37.4,8.6,46.7,1.0,75.5,0.0
1816,34027,1240.228120647765,491845.0,15.4,4.0,1.0404409358638744,94.8,112396.0,21.3,12.1,63.5,36.8,8.9,39.2,1.0,79.5,0.0
1817,34029,1328.5879450448463,607186.0,21.9,4.0,1.0767047355428072,90.9,68483.0,28.1,14.4,99.3,38.0,8.3,39.9,1.0,82.5,0.0
1818,34031,3063.013873334582,501826.0,13.1,0.0,1.0561681460122105,89.6,71959.0,27.3,13.8,382.0,34.9,9.2,47.4,0.0,71.5,0.0
1819,34033,753.3862306644226,62385.0,17.1,4.0,1.0503456036007073,87.3,64524.0,36.5,17.8,266.0,37.4,10.0,,1.0,84.2,0.0
1820,34035,1310.901275027817,328934.0,14.1,4.0,1.0477100291813854,94.3,119731.0,22.2,10.8,64.2,37.7,9.3,42.0,0.0,78.3,0.0
1821,34037,756.6482546552019,140488.0,14.7,4.0,1.0086743616649179,94.8,92284.0,27.8,13.8,54.3,36.8,8.6,39.7,1.0,83.8,0.0
1822,34039,2701.760251356632,556341.0,13.2,0.0,1.0519353330363357,88.4,80737.0,24.9,13.1,356.5,35.5,9.5,53.2,0.0,68.3,0.0
1823,34041,1036.41217095576,105267.0,15.9,4.0,1.050315910396324,93.4,77571.0,29.6,14.3,70.8,36.8,9.4,,1.0,81.3,0.0
1824,35001,180.38022679316353,679121.0,14.2,0.0,1.0404211124649652,67.8,51372.0,23.4,15.2,944.8,44.4,6.5,72.1,0.0,80.4,0.0
1825,35003,56.70541536716756,3527.0,34.3,4.0,0.9059645351961311,85.3,34777.0,25.5,14.5,158.2,47.0,4.3,60.4,1.0,55.7,0.0
1826,35005,47.97647605045268,64615.0,14.7,1.0,1.011740840914679,66.8,43527.0,34.0,17.4,622.1,42.7,6.9,76.0,1.0,82.6,0.0
1827,35006,404.87347703842545,26675.0,14.4,0.0,0.9775551981283813,68.2,38097.0,30.9,23.3,543.1,46.9,4.7,62.6,0.0,75.7,0.0
1828,35007,41.87253998827569,11941.0,23.5,0.0,0.9822700649042266,80.9,41592.0,28.1,16.9,273.5,46.0,4.4,62.6,1.0,74.9,0.0
1829,35009,87.83756179270335,48954.0,11.4,0.0,0.923677263858602,77.9,47202.0,30.1,19.0,407.4,43.0,6.8,68.4,1.0,84.2,0.0
1830,35011,0.0,1748.0,,4.0,1.1771058315334773,,,,,,43.2,5.9,,1.0,,
1831,35013,146.199500446848,218195.0,14.0,1.0,1.034835480617352,82.6,38409.0,28.4,16.4,282.7,44.0,7.4,73.5,0.0,81.2,0.0
1832,35015,29.079712624016423,58460.0,14.1,0.0,0.9725270908585718,75.4,58320.0,34.5,15.5,567.5,43.0,7.0,73.7,1.0,86.6,0.0
1833,35017,59.26364915919697,26998.0,24.4,1.0,1.0360114777618366,85.7,38341.0,27.4,14.4,,45.6,5.4,65.4,0.0,81.9,0.0
1834,35019,441.8604651162791,4300.0,21.6,1.0,0.6733459357277882,86.8,29515.0,35.2,14.9,511.5,44.2,5.5,55.9,0.0,84.1,0.0
1835,35021,160.0,625.0,28.8,4.0,0.8762886597938144,,37544.0,24.9,13.7,,44.1,5.0,70.9,1.0,64.1,0.0
1836,35023,23.820867079561694,4198.0,,1.0,1.0403854979348326,,,,,,45.5,5.9,,1.0,,
1837,35025,25.32714225411566,71070.0,10.6,1.0,0.941263545972517,85.6,51656.0,33.1,16.8,438.8,42.8,7.2,76.6,1.0,84.7,0.0
1838,35027,15.328019619865113,19572.0,26.3,4.0,1.0743696137887009,82.5,45095.0,23.2,15.9,379.6,44.6,5.1,65.5,1.0,76.6,0.0
1839,35028,30.97733491661934,19369.0,17.1,4.0,0.9738368910782704,86.6,124947.0,23.1,11.4,178.1,46.4,4.8,65.6,0.0,77.1,0.0
1840,35029,33.74246066894428,23709.0,20.4,1.0,1.0170025711205108,68.1,30570.0,32.5,19.2,701.0,44.7,6.6,72.2,1.0,81.1,0.0
1841,35031,2784.1999803830904,71367.0,10.6,2.0,1.069044846488114,66.3,33976.0,38.8,21.6,710.2,46.9,5.2,60.4,0.0,73.2,0.0
1842,35033,0.0,4521.0,,1.0,1.0144356955380578,,,,,,46.2,4.3,,0.0,,
1843,35035,11.853607941917321,67490.0,16.2,0.0,0.9454567178445547,75.5,42701.0,31.2,19.3,354.5,44.6,6.0,73.6,1.0,80.0,0.0
1844,35037,60.58403004967891,8253.0,24.0,4.0,1.0820803549420754,70.4,33085.0,30.1,16.8,479.6,43.6,5.8,70.9,1.0,75.7,0.0
1845,35039,84.7871329102541,38921.0,16.5,1.0,1.0402833798738236,72.8,41511.0,28.3,17.9,602.2,46.4,4.7,58.2,0.0,,0.0
1846,35041,145.94594594594594,18500.0,12.6,4.0,0.9982410760475944,81.0,41700.0,28.7,17.9,478.1,43.0,6.6,,1.0,78.6,0.0
1847,35043,339.35726551639544,146748.0,15.0,0.0,1.043229956284314,77.3,57036.0,24.8,16.2,246.0,45.0,6.1,58.2,0.0,79.0,0.0
1848,35045,1135.8686006550606,123958.0,13.2,0.0,1.0183066001353713,66.7,46578.0,33.2,21.6,744.4,44.1,6.0,66.7,1.0,83.1,0.0
1849,35047,36.66092312204422,27277.0,18.0,1.0,0.9982287090831798,73.3,35292.0,29.1,18.4,479.9,45.8,4.8,61.3,0.0,74.9,0.0
1850,35049,83.79999733968262,150358.0,19.8,1.0,1.052283035142881,68.2,60187.0,14.4,13.7,325.9,46.1,5.6,61.0,0.0,78.8,0.0
1851,35051,9.266981744045964,10791.0,34.6,4.0,1.0413567930346455,85.3,31741.0,26.7,15.8,531.8,45.0,5.2,73.7,1.0,77.7,0.0
1852,35053,294.52425317064376,16637.0,16.7,0.0,0.885947496139422,68.9,33989.0,33.5,18.8,515.1,45.4,4.7,77.0,0.0,66.2,0.0
1853,35055,67.23099960272592,32723.0,22.3,1.0,1.0436651301856235,73.0,38405.0,19.2,16.3,416.7,46.7,4.4,54.3,0.0,66.4,0.0
1854,35057,122.88985188538904,15461.0,18.1,4.0,0.9116416441053409,79.0,39123.0,25.3,19.6,396.5,45.1,5.4,64.4,1.0,79.5,0.0
1855,35059,73.90983000739098,4059.0,19.3,4.0,0.8450765864332604,79.2,40426.0,31.8,15.3,130.4,44.6,4.9,66.4,1.0,77.6,0.0
1856,35061,88.67097851032756,76688.0,15.3,1.0,0.9952384710493778,73.9,46365.0,31.6,17.1,917.4,44.8,5.8,,1.0,81.6,0.0
1858,36001,541.7242214555524,305506.0,15.2,4.0,1.0670252600695305,84.4,64536.0,27.3,14.5,348.2,35.6,8.6,45.7,0.0,75.8,0.0
1859,36003,95.46332255754919,46091.0,16.8,4.0,0.9739307874901095,87.8,46262.0,35.9,16.6,195.0,37.6,8.0,41.2,1.0,75.6,0.0
1860,36005,3051.035568150489,1418207.0,,1.0,1.1233511659247764,,,,,,33.0,9.8,,0.0,,
1861,36007,225.21103691571122,190488.0,17.6,4.0,1.0342914043294713,82.9,50928.0,28.0,15.5,315.0,36.0,8.5,,1.0,80.8,0.0
1862,36009,90.64992051709868,76117.0,17.1,4.0,1.0179922042386225,85.0,48017.0,37.6,16.8,197.2,38.2,8.5,40.8,1.0,82.9,0.0
1863,36011,88.80066861679899,76576.0,16.9,4.0,0.951534934715439,83.1,52945.0,34.1,15.7,241.4,35.9,7.9,40.5,1.0,83.6,0.0
1864,36013,38.612168349054,126903.0,18.0,4.0,1.023850770277795,83.5,45689.0,33.4,17.1,271.4,39.3,9.3,41.3,1.0,80.9,0.0
1865,36015,160.56365030674849,83456.0,16.8,4.0,1.0196894323306522,75.8,52565.0,36.0,16.8,192.9,36.5,8.0,37.0,1.0,82.9,0.0
1866,36017,249.96292922659777,47207.0,18.8,4.0,0.9999589861373144,85.3,50312.0,38.8,16.3,183.4,36.2,7.7,,1.0,77.3,0.0
1867,36019,116.79194881033733,80485.0,15.1,4.0,0.9502497118709182,87.1,55517.0,35.3,16.8,157.3,36.3,6.1,47.1,0.0,80.3,0.0
1868,36021,588.6211129984359,59461.0,20.7,4.0,0.992513611615245,82.8,64916.0,24.0,14.6,145.5,37.0,7.9,41.5,0.0,76.4,0.0
1869,36023,75.66045270170866,47581.0,15.2,4.0,1.0617668387151815,87.9,51751.0,35.2,15.3,89.5,36.6,7.7,38.0,1.0,78.3,0.0
1870,36025,156.33850685397078,44135.0,22.0,4.0,0.9876286876027338,87.4,47382.0,29.9,15.8,193.1,36.7,7.3,40.3,1.0,74.5,0.0
1871,36027,1260.969757118871,294218.0,15.5,4.0,1.0115583735279912,85.7,79604.0,26.9,15.0,203.7,37.1,8.6,46.9,1.0,75.8,0.0
1872,36029,548.2735424544629,918702.0,16.5,4.0,1.0669919288449836,84.0,56375.0,30.1,17.3,427.5,38.3,9.9,,0.0,81.6,0.0
1873,36031,92.17839230039311,36885.0,21.1,4.0,0.9177869181380417,91.1,54376.0,28.8,13.8,166.8,36.7,5.9,33.1,1.0,78.9,0.0
1874,36033,35.98416696653472,50022.0,14.9,4.0,0.8280578630764824,86.1,48722.0,33.9,18.7,183.5,35.5,6.1,33.1,1.0,77.9,0.0
1875,36035,340.9325066032257,53383.0,17.9,4.0,1.0058366482025354,78.1,51388.0,34.0,18.4,204.1,35.4,7.5,,1.0,83.3,0.0
1876,36037,317.7374301675978,57280.0,17.4,4.0,1.0047604370012673,91.4,58925.0,36.6,15.9,220.0,36.9,8.6,41.0,1.0,83.6,0.0
1877,36039,453.50512842248025,47188.0,19.7,4.0,0.9212462311557789,87.0,54514.0,27.9,15.4,225.0,36.8,7.5,,1.0,81.0,0.0
1878,36041,113.22463768115942,4416.0,26.7,4.0,0.9463762044407206,96.2,59020.0,29.7,13.9,74.3,35.9,6.1,42.0,1.0,82.5,0.0
1879,36043,150.03506254178967,61319.0,18.8,4.0,1.0236954634601163,85.0,53168.0,32.0,17.8,210.9,35.5,7.3,35.4,1.0,79.9,0.0
1880,36045,64.64300671923084,109834.0,12.2,4.0,0.8989492547039178,85.7,52798.0,34.3,16.0,212.6,35.5,7.2,38.7,1.0,77.4,0.0
1881,36047,2057.9295387364286,2559903.0,,0.0,1.1118592885084067,,,,,,33.2,9.9,,0.0,,
1882,36049,68.4514755095832,26296.0,16.6,4.0,0.9848428835489834,91.7,52660.0,38.5,15.7,131.6,35.5,6.6,40.4,1.0,78.5,0.0
1883,36051,176.43131894331947,62914.0,15.8,4.0,0.9948867333973783,89.3,61027.0,35.5,15.3,122.6,36.7,8.0,40.0,1.0,81.4,0.0
1884,36053,366.50174088326924,70941.0,15.9,4.0,1.0263744952418603,85.7,59114.0,30.3,15.2,151.4,35.9,7.6,35.4,1.0,80.5,0.0
1885,36055,320.3149224153039,741770.0,15.5,4.0,1.0701840735077381,83.0,60240.0,29.4,15.2,326.3,36.0,8.5,41.0,0.0,81.2,0.0
1886,36057,152.37398671298837,49221.0,17.7,4.0,1.0326872536136662,76.0,43799.0,35.1,16.5,142.3,35.3,7.8,,1.0,79.3,0.0
1887,36059,2895.8880526838643,1356924.0,16.4,4.0,1.0598940938587131,90.8,115301.0,23.6,11.2,143.7,35.3,9.0,47.1,0.0,68.6,0.0
1888,36061,1552.9506246062824,1628706.0,13.01039501363809,0.0,1.1145482533862137,75.9,72199.2,21.5,13.4,591.4,32.3,10.0,,0.0,25.2,0.0
1889,36063,403.76336122247125,209281.0,17.3,4.0,1.0530060236311685,84.8,55013.0,33.5,16.8,394.6,38.0,10.2,,1.0,86.5,0.0
1890,36065,343.28795518452273,228671.0,17.4,4.0,1.0053170369603122,83.7,54096.0,33.1,16.8,283.3,35.4,7.6,35.4,1.0,82.0,0.0
1891,36067,361.5415349338151,460528.0,15.3,4.0,1.0722201298269711,84.1,59786.0,29.5,15.8,317.6,35.6,8.0,40.5,0.0,79.9,0.0
1892,36069,138.4625194712918,109777.0,17.8,4.0,1.038483020554066,89.9,62930.0,33.0,14.0,153.3,36.2,8.0,38.2,1.0,83.2,0.0
1893,36071,2594.6900815711538,384940.0,12.5,4.0,0.9963048401315477,87.0,75048.0,30.4,15.1,244.9,36.5,8.6,39.7,1.0,74.4,0.0
1894,36073,416.3362410785091,40352.0,16.2,4.0,1.012583486593747,89.3,52658.0,38.1,17.0,171.9,37.1,8.6,,1.0,79.9,0.0
1895,36075,75.98784194528875,117124.0,14.3,4.0,0.996285066968748,84.0,53745.0,34.1,18.6,211.6,35.7,7.6,36.4,1.0,82.1,0.0
1896,36077,112.61829122753937,59493.0,18.5,4.0,1.0704815786783,86.4,54321.0,29.6,15.5,148.1,36.2,7.4,35.4,1.0,74.2,0.0
1897,36079,1178.8039056143207,98320.0,14.9,4.0,1.0099828230777004,93.0,100887.0,23.2,12.6,48.4,37.1,8.8,39.1,1.0,76.5,0.0
1898,36081,2640.2728122179838,2253858.0,,0.0,1.0628007523603853,,,,,,33.1,9.7,,0.0,,
1899,36083,279.7484783951006,158714.0,15.1,4.0,1.0279187817258884,86.5,71084.0,30.3,14.6,305.0,36.1,8.5,45.7,1.0,81.2,0.0
1900,36085,2744.763652936198,476143.0,,4.0,1.066419190274612,,,,,,34.8,9.7,,1.0,,
1901,36087,3928.3094272673416,325789.0,14.9,4.0,1.0412806873206177,84.5,88960.0,23.2,12.2,121.3,36.3,9.1,46.4,0.0,70.6,0.0
1902,36089,178.20679413402635,107740.0,15.4,4.0,0.9655025629201327,84.8,49356.0,32.9,17.4,146.0,33.9,7.0,,1.0,77.3,0.0
1903,36091,189.67819962325385,229863.0,15.8,4.0,1.023662615745908,90.9,83210.0,25.9,14.8,102.6,35.3,8.6,,1.0,83.2,0.0
1904,36093,406.3129833418116,155299.0,15.7,4.0,1.0551385413770735,77.8,63297.0,29.6,14.1,429.5,35.3,8.6,,0.0,81.7,0.0
1905,36095,154.8437046356334,30999.0,18.4,4.0,1.01343949044586,82.9,57757.0,36.0,15.0,89.5,36.3,7.2,,1.0,78.9,0.0
1906,36097,56.15769079575448,17807.0,19.4,4.0,0.9955927721463199,89.7,50190.0,32.2,16.2,71.1,36.9,7.7,37.0,1.0,77.4,0.0
1907,36099,149.92944496707432,34016.0,17.2,4.0,0.9031570897968101,82.6,54184.0,38.2,15.8,201.4,36.1,8.0,38.2,1.0,80.0,0.0
