,fips,covid_case*,population,percent_age_65_and_older,majority_race,female_to_male,high_school_graduation_rate,median_household_income,percent_adults_with_obesity,percent_smokers,violent_crime_rate,o3_mean_pred,pm25_mean_pred,mean_temp,2016_pres_election,percent_drive_alone_to_work,date_stay_at_home_effective
0,1001,227.3174748071381,55869.0,14.0,4.0,1.0460240157626677,90.0,59338.0,33.3,18.1,272.3,37.0,11.2,72.0,1.0,86.5,1.0
1,1003,117.36563426718153,223234.0,18.7,4.0,1.0432646417555036,86.4,57588.0,31.0,17.5,203.7,38.1,9.6,,1.0,84.3,1.0
2,1005,364.57911366766587,24686.0,16.5,0.0,0.8747137950772753,81.4,34382.0,41.7,22.0,414.3,37.4,10.9,76.5,1.0,83.4,1.0
3,1007,227.7395730999375,22394.0,14.9,4.0,0.8431148477675292,83.8,46064.0,37.6,19.1,89.3,36.1,10.7,70.2,1.0,84.9,1.0
4,1009,81.27831771175595,57826.0,17.2,4.0,1.0241137241137241,93.5,50412.0,33.8,19.2,482.7,38.1,11.0,68.5,1.0,86.2,1.0
5,1011,514.8005148005147,10101.0,15.1,3.0,0.8657407407407407,70.2,29267.0,37.2,22.9,311.0,37.5,10.9,67.4,0.0,79.1,1.0
6,1013,1516.8654874537228,19448.0,18.1,4.0,1.137425658453696,81.6,37365.0,43.3,21.8,581.6,36.6,10.2,68.3,1.0,83.8,1.0
7,1015,117.07231195810044,113605.0,15.9,4.0,1.0780853704603097,92.4,45400.0,38.5,20.6,756.1,38.2,11.2,66.1,1.0,84.8,1.0
8,1017,989.3546641005594,33254.0,18.4,4.0,1.0768995098039216,86.2,39917.0,40.1,19.4,529.0,38.1,11.0,62.7,1.0,85.3,1.0
9,1019,110.7039242632463,26196.0,20.3,4.0,1.0101850412066553,94.9,42132.0,35.0,17.5,330.4,38.1,10.9,66.7,1.0,83.1,1.0
10,1021,180.06662465112092,44428.0,15.2,4.0,1.0323373851721258,88.2,47547.0,37.7,20.2,507.8,36.9,10.7,72.2,1.0,83.6,1.0
11,1023,730.7967273016126,12589.0,20.7,4.0,1.1010036641707823,78.6,39907.0,41.3,18.8,128.4,35.6,9.7,70.1,1.0,82.1,1.0
12,1025,342.9006858013716,23622.0,18.1,4.0,1.1139153575414198,90.9,40741.0,34.1,20.6,475.3,36.0,9.9,70.1,1.0,88.3,1.0
13,1027,204.00453343407634,13235.0,19.4,4.0,1.07185906351414,89.8,39201.0,40.6,19.6,309.1,38.3,10.5,66.1,1.0,89.9,1.0
14,1029,87.18980549966466,14910.0,18.2,4.0,1.0278267951676394,98.0,46495.0,37.3,18.4,103.3,38.2,10.6,66.1,1.0,81.4,1.0
15,1031,334.33953612777503,52342.0,15.8,4.0,1.0246977205153618,92.5,55122.0,34.2,17.4,276.2,36.9,10.4,,1.0,86.6,1.0
16,1033,177.40446407559602,55241.0,18.5,4.0,1.0822017366025323,92.1,49055.0,30.6,18.7,400.0,36.9,10.4,70.0,1.0,90.2,1.0
17,1035,174.02834175851496,12067.0,20.3,4.0,1.094205298013245,80.4,32613.0,43.0,21.1,387.4,36.5,9.9,66.0,1.0,89.4,1.0
18,1037,309.48138422582764,10663.0,18.7,4.0,1.0012787723785166,82.7,42423.0,40.3,20.4,254.8,37.9,10.7,66.2,1.0,84.0,1.0
19,1039,156.54943453264596,37049.0,20.2,4.0,1.069100534936304,94.9,40203.0,31.7,19.2,331.1,36.9,10.0,70.7,1.0,87.5,1.0
20,1041,384.8388033691548,13772.0,17.5,4.0,1.0433244916003537,89.1,39057.0,38.0,18.6,331.9,37.0,10.3,74.6,1.0,81.7,1.0
21,1043,83.56412950052525,83768.0,17.8,4.0,1.0312507769186783,90.5,45796.0,36.9,17.9,129.4,37.9,11.0,68.5,1.0,87.6,1.0
22,1045,128.12169527373302,49172.0,15.4,4.0,1.0140678519001793,90.3,45309.0,37.2,20.1,436.7,37.1,10.5,69.3,1.0,85.7,1.0
23,1047,427.4653188514894,37196.0,15.7,3.0,1.166781859747993,86.2,34035.0,43.1,24.1,924.6,36.0,10.6,,0.0,86.4,1.0
24,1049,272.6776949645519,71513.0,15.5,4.0,1.015228713768116,92.7,39491.0,29.2,21.0,312.3,38.7,10.9,67.4,1.0,85.7,1.0
25,1051,254.89785614894902,81209.0,13.9,4.0,1.0578042025560892,86.2,60367.0,34.3,17.5,238.7,37.5,11.3,72.0,1.0,86.7,1.0
26,1053,106.46138727376956,36633.0,16.7,4.0,0.9466521784125013,87.8,38418.0,39.4,22.4,446.2,36.5,9.8,69.5,1.0,91.6,1.0
27,1055,210.23193960965307,102268.0,17.4,4.0,1.0735051670754754,90.3,44903.0,35.5,20.1,604.0,38.2,11.3,65.4,1.0,85.5,1.0
28,1057,55.207949944792055,16302.0,19.5,4.0,1.0335734342571115,91.8,39254.0,41.0,18.0,,36.5,10.2,67.1,1.0,85.9,1.0
29,1059,1160.6402652892036,31362.0,16.0,4.0,0.9918447338475155,92.1,39388.0,34.3,19.3,264.2,36.8,10.1,66.4,1.0,83.2,1.0
30,1061,87.54900841231776,26271.0,19.0,4.0,1.0427429274292743,90.3,37823.0,38.7,20.0,413.6,36.9,10.2,70.7,1.0,83.7,1.0
31,1063,1072.617433115522,8111.0,18.0,3.0,1.1027599802858552,77.5,28524.0,35.5,24.6,669.3,35.4,10.2,72.3,0.0,82.2,1.0
32,1065,655.2453757422702,14651.0,17.7,3.0,1.1272520924953895,91.3,34724.0,40.4,22.1,208.6,35.5,10.3,74.1,0.0,88.4,1.0
33,1067,255.73961057832025,17205.0,20.6,4.0,1.084551656920078,97.9,46027.0,36.3,18.4,197.4,37.4,10.5,72.6,1.0,87.2,1.0
34,1069,133.1671105570352,105882.0,16.0,4.0,1.086123634906322,90.9,47993.0,38.1,19.2,487.8,37.3,10.5,72.6,1.0,88.4,1.0
35,1071,122.03153449812109,51626.0,18.5,4.0,1.0350808960796516,90.1,41929.0,38.7,20.0,317.0,39.1,10.3,67.1,1.0,86.3,1.0
36,1073,207.57000362905856,658573.0,14.3,4.0,1.1114003323376012,88.7,55013.0,34.6,17.6,872.8,37.3,12.2,72.1,0.0,83.7,1.0
37,1075,108.65628395508872,13805.0,20.2,4.0,1.0394181818181818,94.3,40936.0,35.7,20.4,162.2,36.3,10.1,,1.0,88.2,1.0
38,1077,125.09570900149899,92729.0,18.3,4.0,1.0918148340600502,94.4,48707.0,32.5,16.7,268.6,37.1,10.3,70.0,1.0,88.0,1.0
39,1079,106.30543068885919,32924.0,16.2,4.0,1.0593912397921306,88.1,43909.0,32.6,20.2,260.5,37.4,10.7,68.9,1.0,87.2,1.0
40,1081,273.48640468694924,164542.0,10.3,4.0,1.0291945265122064,91.1,48937.0,29.9,17.6,415.6,37.8,11.5,70.8,1.0,84.4,1.0
41,1083,65.71298589698226,98915.0,13.9,4.0,0.9981912876724269,92.0,64863.0,33.9,18.2,160.1,38.1,11.1,66.4,1.0,87.6,1.0
42,1085,1439.4406744807732,9726.0,17.3,3.0,1.116421568627451,91.3,33973.0,46.9,22.6,671.0,36.7,10.5,69.8,0.0,85.5,1.0
43,1087,298.87093203453617,18068.0,16.7,3.0,1.167021157505877,80.0,32495.0,49.6,21.4,734.3,37.6,11.2,70.8,0.0,83.7,1.0
44,1089,74.54901866138924,372909.0,13.7,4.0,1.0468047378424736,93.2,63755.0,32.9,16.8,610.7,38.9,11.2,67.8,1.0,88.1,1.0
45,1091,614.9605046917245,18863.0,18.6,3.0,1.1378451543042771,90.9,37733.0,42.2,21.4,449.4,35.8,10.2,70.1,0.0,89.2,1.0
46,1093,356.79423743646703,29709.0,20.1,4.0,1.02002688172043,90.2,37887.0,36.8,19.1,295.9,36.6,10.1,66.0,1.0,86.1,1.0
47,1095,659.2679852026371,96774.0,16.4,4.0,1.025571401081867,92.3,46233.0,34.4,21.0,286.3,38.7,11.2,66.9,1.0,85.3,1.0
48,1097,423.7554754241185,413210.0,14.5,4.0,1.0929039036611978,83.7,43598.0,36.3,19.4,548.1,37.6,10.4,68.7,1.0,86.2,1.0
49,1099,96.4645733854242,20733.0,17.8,4.0,1.0999517141477546,88.0,39556.0,41.8,23.3,492.3,36.3,9.9,66.0,1.0,91.6,1.0
50,1101,400.4662539847938,226486.0,13.3,3.0,1.113333953661487,81.6,49640.0,37.7,19.7,531.7,37.5,11.6,69.8,0.0,84.6,1.0
51,1103,99.43264900274902,119679.0,15.8,4.0,1.02782457752591,90.2,52797.0,32.4,18.9,180.7,38.1,11.4,,1.0,89.0,1.0
52,1105,246.55384960215176,8923.0,18.9,3.0,1.0907127429805616,93.1,26814.0,43.4,26.0,381.4,35.7,10.4,69.4,0.0,84.1,1.0
53,1107,421.4751630707476,19930.0,17.9,4.0,1.100822830955109,98.2,37586.0,34.9,21.2,166.2,35.7,10.1,69.0,1.0,82.1,1.0
54,1109,332.18578244851125,33114.0,14.3,4.0,1.0939170912750833,87.3,37259.0,36.2,20.6,564.4,37.1,10.6,76.5,1.0,83.6,1.0
55,1111,528.1225244256667,22722.0,19.4,4.0,1.0485542825968357,91.8,40546.0,37.4,19.0,196.5,38.2,10.5,64.4,1.0,85.3,1.0
56,1113,188.0574869308673,57961.0,12.6,0.0,1.0574162679425838,88.1,39104.0,45.1,21.8,505.0,37.8,11.5,62.3,0.0,86.9,1.0
57,1115,101.66234694789526,89512.0,15.2,4.0,0.9999769950999563,88.4,57284.0,36.6,18.3,299.4,38.2,11.3,72.3,1.0,86.6,1.0
58,1117,185.5747765293842,217702.0,13.0,4.0,1.0579865904160914,94.2,75663.0,35.0,15.6,263.6,37.4,11.6,70.2,1.0,86.1,1.0
59,1119,1190.9551782409271,12427.0,16.2,3.0,1.1687386043427814,77.0,27859.0,42.8,22.5,435.5,35.4,10.0,72.3,0.0,84.5,1.0
60,1121,101.27785140913751,79978.0,16.1,4.0,1.066632600919775,92.7,41630.0,38.8,23.2,468.6,38.3,11.0,72.3,1.0,84.9,1.0
61,1123,919.0675551812125,40367.0,19.5,4.0,1.0776916802610115,89.9,42205.0,36.0,18.2,638.9,38.0,10.8,66.2,1.0,87.1,1.0
62,1125,184.85347854123378,209355.0,11.7,4.0,1.070640668523677,88.5,52557.0,34.6,17.9,401.7,35.6,11.1,71.1,1.0,85.5,1.0
63,1127,232.9938130696935,63521.0,18.1,4.0,1.0475890125831784,90.4,45434.0,39.6,22.7,449.9,37.2,10.9,67.1,1.0,85.2,1.0
64,1129,373.6371432071542,16326.0,16.7,4.0,1.0074322704387437,92.7,44424.0,32.9,20.8,243.1,36.1,9.6,70.1,1.0,83.8,1.0
65,1131,935.1200231369903,10373.0,17.8,3.0,1.1426609105180534,83.2,25385.0,47.7,22.1,644.7,35.9,10.1,70.1,0.0,87.6,1.0
66,1133,190.4439459985611,23629.0,20.0,4.0,1.0226160337552743,92.9,41156.0,37.8,19.6,107.5,37.1,10.5,66.0,1.0,81.6,1.0
94,2013,0.0,3337.0,,0.0,0.6290873596876525,,,,,,,,,,,
95,2016,0.0,5634.0,,0.0,0.6343599886973721,,,,,,,,,,,
96,2020,71.18055555555556,288000.0,8.9,4.0,0.9580004070618668,80.6,82113.0,31.8,15.0,1006.7,,,58.0,,76.3,0.0
97,2050,10.877841836179702,18386.0,6.7,2.0,0.903232644409115,61.7,44304.0,31.0,30.4,,,,53.4,,23.4,0.0
98,2060,0.0,836.0,,4.0,0.7236842105263158,,,,,,,,,,,
99,2068,0.0,2097.0,,4.0,0.9717465753424658,,,,,,,,,,,
100,2070,0.0,4916.0,,2.0,0.9241779497098646,,,,,,,,,,,
101,2090,87.7654906090925,96849.0,7.8,4.0,0.8535586562158356,73.9,74268.0,30.0,15.9,,,,55.5,,75.2,0.0
102,2100,0.0,2530.0,,4.0,0.9176114890400605,,,,,,,,,,,
103,2105,0.0,2148.0,,0.0,0.9109528049866429,,,,,,,,,,,
104,2110,93.82623381497466,31974.0,10.4,4.0,0.946468223009062,83.1,79173.0,27.3,16.6,714.2,,,,,67.3,0.0
105,2122,44.286979627989375,58708.0,14.1,4.0,0.915369617659694,85.4,65439.0,32.7,17.3,,,,53.9,,68.6,0.0
106,2130,115.09963311991942,13901.0,12.6,4.0,0.9455060155697098,83.9,68309.0,38.2,16.9,358.3,,,,,65.3,0.0
107,2150,7.693491306354824,12998.0,8.4,4.0,0.8687924016282226,86.2,74109.0,34.1,15.4,,,,,,64.8,0.0
108,2158,0.0,8314.0,,2.0,0.8721787194841087,,,,,,,,,,,
109,2164,0.0,1592.0,,2.0,0.9682299546142209,,,,,,,,,,,
110,2170,20.31075454453133,108317.0,9.6,4.0,0.9166335019993557,83.2,74649.0,34.4,17.5,,,,66.0,,73.6,0.0
111,2180,9.996001599360255,10004.0,7.3,2.0,0.8798095238095238,75.5,55318.0,40.3,31.5,,,,,,25.1,0.0
112,2185,0.0,9832.0,,2.0,0.6002952271608988,,,,,,,,,,,
113,2188,0.0,7621.0,,2.0,0.8510076775431862,,,,,,,,,,,
114,2195,122.4739742804654,3266.0,13.8,4.0,0.8996519721577726,89.6,66075.0,25.0,15.2,411.1,,,,,48.8,0.0
115,2198,32.24246332419796,6203.0,11.3,0.0,0.8446850954687946,77.5,49356.0,44.9,22.3,,,,50.5,,50.3,0.0
116,2220,11.77440244907571,8493.0,13.2,4.0,0.9491150442477876,87.0,71825.0,26.6,16.3,100.6,,,48.5,,60.3,0.0
117,2230,0.0,1183.0,,4.0,0.7474747474747475,,,,,,,,,,,
118,2240,43.52241404323226,6893.0,11.4,4.0,0.8067138735903489,76.6,63527.0,32.8,19.6,,,,58.0,,63.6,0.0
119,2261,0.0,9202.0,10.4,4.0,0.9259334829626606,66.7,68528.0,34.8,16.6,315.6,,,62.7,,63.6,0.0
121,2275,0.0,2502.0,,4.0,0.93359375,,,,,,,,,,,
122,2282,0.0,579.0,,0.0,0.8633879781420765,,,,,,,,,,,
123,2290,19.120458891013385,5230.0,13.4,2.0,0.8572888283378747,67.1,38912.0,30.5,29.7,,,,52.6,,24.5,0.0
124,4001,1423.0667575500438,71887.0,13.3,2.0,1.0252298119077925,72.6,33652.0,33.5,21.5,109.0,46.9,4.5,57.0,0.0,77.5,0.0
125,4003,36.530550658344055,125922.0,19.8,4.0,0.9739133148188598,87.7,49164.0,29.8,15.0,333.0,45.5,6.3,,1.0,78.8,0.0
126,4005,657.252780952912,143476.0,10.9,4.0,1.0309240595335756,81.6,60187.0,23.8,16.0,357.3,47.7,4.4,51.1,0.0,69.5,0.0
127,4007,40.72716501906772,54018.0,26.4,4.0,1.0219525186425202,75.2,43585.0,30.8,17.6,574.3,47.1,4.8,63.0,1.0,79.8,0.0
128,4009,51.49728351829441,38837.0,12.3,4.0,0.8632926407354322,85.6,50157.0,34.8,17.5,108.9,45.6,5.4,77.7,1.0,79.6,0.0
129,4011,31.58559696778269,9498.0,11.5,0.0,0.8747248349009406,89.6,65818.0,29.3,14.3,40.8,45.8,5.2,77.7,1.0,88.4,0.0
130,4012,180.02653022550692,21108.0,36.1,4.0,0.9446343779677113,83.6,37350.0,30.2,15.5,264.0,45.5,4.6,82.1,1.0,72.5,0.0
131,4013,166.80734487385112,4485414.0,13.8,4.0,1.0216851280294863,77.6,65234.0,26.9,13.7,408.9,46.2,8.5,84.2,1.0,76.3,0.0
132,4015,123.47948214024818,212181.0,26.9,4.0,0.9839205233826024,78.2,45129.0,31.8,19.4,221.3,47.3,4.5,66.1,1.0,80.0,0.0
133,4017,1190.003966679889,110924.0,15.7,0.0,0.996816995762163,78.2,40650.0,34.0,20.6,280.6,47.1,4.6,60.5,1.0,73.4,0.0
134,4019,180.2766979954721,1047279.0,17.8,4.0,1.0319317186926333,73.4,53395.0,25.0,14.9,470.1,43.4,6.7,,0.0,76.9,0.0
135,4021,155.57846016219054,462789.0,18.2,4.0,0.9159379207710296,80.8,58848.0,32.6,16.3,220.9,44.3,7.4,79.7,1.0,78.4,0.0
136,4023,208.6111230590563,46498.0,15.9,1.0,1.0854739304512124,89.8,40545.0,26.9,14.6,140.3,43.5,6.9,69.0,0.0,84.6,0.0
137,4025,114.4198826877188,235099.0,28.3,4.0,1.0441443108233117,82.1,48758.0,23.0,17.1,299.6,47.9,4.4,59.1,1.0,76.2,0.0
138,4027,202.53804019888955,213787.0,17.4,1.0,0.9471281239872658,88.8,44116.0,36.9,13.3,330.4,44.5,7.0,83.9,1.0,81.6,0.0
139,5001,11.437721605856114,17486.0,17.8,4.0,1.0890153671030165,82.3,43887.0,30.6,20.1,472.9,35.8,9.8,69.9,1.0,82.1,2.0
140,5003,96.65767919825,19657.0,18.1,4.0,1.0512541971163343,90.2,41127.0,42.6,20.5,320.9,34.9,9.5,67.4,1.0,83.9,2.0
141,5005,14.308881045502241,41932.0,30.1,4.0,1.0694465427808832,85.9,39686.0,33.7,16.2,182.4,36.8,9.4,67.1,1.0,83.7,2.0
142,5007,55.52749327400847,279141.0,12.8,4.0,1.020532447525515,90.4,68978.0,29.3,16.5,274.5,38.9,9.8,68.9,1.0,85.1,2.0
143,5009,13.357555033126735,37432.0,19.7,4.0,1.0448400923178371,92.6,44482.0,34.4,19.9,551.2,37.5,9.0,67.4,1.0,80.5,2.0
144,5011,130.0752578277432,10763.0,18.3,4.0,1.089319650323071,90.2,37729.0,46.4,21.8,261.4,34.7,9.5,68.7,1.0,81.2,2.0
145,5013,0.0,5189.0,,4.0,0.928704047530635,,,,,,34.7,9.6,,1.0,,
146,5015,21.14164904862579,28380.0,20.9,4.0,1.037699867977116,82.3,45023.0,27.7,18.4,336.6,38.2,9.1,67.4,1.0,81.7,2.0
147,5017,108.71713777426369,10118.0,19.2,3.0,1.0381410849842623,86.6,31787.0,38.8,23.1,366.8,35.3,9.6,73.8,0.0,80.9,2.0
148,5019,156.8100358422939,22320.0,15.7,4.0,1.1029260540338413,84.3,45408.0,26.9,19.3,329.5,35.4,9.8,69.0,1.0,76.9,2.0
149,5021,27.489519620644632,14551.0,21.0,4.0,1.0468939496024794,93.1,37687.0,42.6,20.3,221.2,38.0,10.4,,1.0,84.5,2.0
150,5023,288.9361531361611,24919.0,25.4,4.0,1.0298543300784377,92.0,44902.0,36.6,17.4,367.2,37.3,9.7,69.4,1.0,81.6,2.0
151,5025,213.67521367521368,7956.0,18.6,4.0,0.9890188589162091,95.7,47600.0,35.5,19.0,95.3,34.8,9.6,68.4,1.0,84.5,2.0
152,5027,76.73615551860851,23457.0,16.6,4.0,1.0866237606540268,90.7,40909.0,36.4,20.5,316.8,35.6,9.6,67.5,1.0,85.5,2.0
153,5029,67.1591672263264,20846.0,18.3,4.0,1.0318045185687967,85.5,44565.0,36.8,19.0,211.0,36.5,9.8,69.3,1.0,81.1,2.0
154,5031,133.23423848022333,110332.0,12.8,4.0,1.0531374325442155,92.6,45615.0,38.2,20.8,431.2,37.8,10.4,68.4,1.0,83.1,2.0
155,5033,18.97023254343393,63257.0,15.3,4.0,1.0308954784712459,90.3,47363.0,35.2,19.0,380.2,38.0,9.8,71.6,1.0,85.8,2.0
156,5035,502.5544781566051,47955.0,12.2,0.0,1.1146633480667725,89.1,42606.0,41.3,23.3,1274.3,37.5,10.0,70.6,0.0,81.4,2.0
157,5037,237.52969121140143,16419.0,17.1,4.0,1.062237174095879,92.1,41214.0,38.9,20.5,664.3,37.4,9.9,68.4,1.0,82.9,2.0
158,5039,14.267370523612499,7009.0,20.2,4.0,1.0843638362187413,87.0,37259.0,38.5,19.2,597.4,34.9,9.6,70.7,1.0,79.0,2.0
159,5041,158.43675732770004,11361.0,17.0,0.0,1.1802776275464215,87.0,36132.0,37.9,24.3,730.1,35.3,9.7,73.6,0.0,84.6,2.0
160,5043,104.2867336297272,18219.0,15.9,4.0,1.0484048404840485,88.1,42494.0,40.8,20.8,361.9,34.9,9.5,68.7,1.0,81.8,2.0
161,5045,75.39263691699668,126007.0,11.3,4.0,1.0422314647986932,93.3,53882.0,35.2,20.5,361.2,36.6,10.2,69.5,1.0,83.7,2.0
162,5047,11.289867344058708,17715.0,18.4,4.0,1.0524556144800554,97.3,43696.0,34.0,21.2,427.0,37.6,9.4,71.6,1.0,81.8,2.0
163,5049,32.05898853891159,12477.0,25.0,4.0,1.0332940978644696,97.5,35630.0,27.7,20.0,183.6,37.1,9.5,65.2,1.0,82.2,2.0
164,5051,130.80313122572596,99386.0,21.7,4.0,1.0731134570225729,85.2,43610.0,29.5,19.4,644.6,36.1,9.7,72.3,1.0,79.0,2.0
165,5053,87.59923350670682,18265.0,16.1,4.0,1.0473439800656925,89.5,52050.0,35.7,18.2,254.4,35.3,9.8,68.4,1.0,85.2,2.0
166,5055,55.15719801434088,45325.0,14.9,4.0,1.0268274786755938,95.8,46512.0,36.4,19.6,379.0,37.8,10.5,68.4,1.0,84.9,2.0
167,5057,41.798253761842844,21532.0,16.5,4.0,1.134296724470135,81.9,38682.0,29.1,22.2,628.5,36.2,9.8,71.0,1.0,81.5,2.0
168,5059,85.87249415178704,33771.0,17.3,4.0,0.9359315369492309,91.5,47205.0,36.1,20.3,230.1,35.6,9.8,72.3,1.0,83.8,2.0
169,5061,106.04453870625663,13202.0,16.5,4.0,1.0467942874506229,97.1,40199.0,44.5,21.9,153.6,36.9,9.7,72.0,1.0,79.0,2.0
170,5063,68.73760740251156,37825.0,16.7,4.0,1.0547801041320484,88.0,45596.0,28.6,19.9,496.5,37.4,9.9,69.2,1.0,80.9,2.0
171,5065,102.7221366204417,13629.0,24.8,4.0,0.9396069430497777,97.0,37828.0,34.5,19.7,221.2,37.1,9.4,69.4,1.0,77.6,2.0
172,5067,5.981218972426581,16719.0,16.8,4.0,1.032536443148688,88.8,36573.0,43.0,22.1,692.1,37.5,10.0,68.4,1.0,81.8,2.0
173,5069,743.7447623608284,66824.0,15.2,3.0,1.0302952722307561,81.4,38596.0,40.8,21.3,1008.9,35.3,9.9,68.4,0.0,87.3,2.0
174,5071,131.68786214162088,26578.0,15.6,4.0,1.015488941974262,91.5,39381.0,39.5,20.8,243.6,37.1,9.4,69.3,1.0,79.4,2.0
175,5073,135.8695652173913,6624.0,21.5,4.0,1.0378612716763005,92.9,35527.0,46.2,20.1,178.3,36.1,9.6,71.0,1.0,80.8,2.0
176,5075,469.3404851883457,16406.0,19.2,4.0,1.0249849124924562,88.7,40308.0,32.3,19.4,226.9,37.6,10.0,68.4,1.0,84.6,2.0
177,5077,135.48605622671332,8857.0,16.9,3.0,0.7624197983501375,80.3,28080.0,39.4,24.8,293.5,36.7,9.8,70.7,0.0,78.5,2.0
178,5079,7409.398034398035,13024.0,13.5,4.0,0.6065023718616221,94.7,44951.0,32.6,22.5,154.9,35.0,9.7,68.4,1.0,84.9,2.0
179,5081,8.157272208173588,12259.0,,4.0,1.0292350170537599,,,,,,37.1,9.8,,1.0,,
180,5083,18.63411907202087,21466.0,19.1,4.0,1.025455221107395,91.9,41471.0,32.8,20.4,380.0,37.1,9.5,69.3,1.0,80.7,2.0
181,5085,62.74809368563205,73309.0,12.6,4.0,1.03191187326103,90.6,56651.0,43.0,18.6,340.3,36.5,10.1,69.5,1.0,88.1,2.0
182,5087,12.065637065637066,16576.0,17.6,4.0,0.9871330418488444,87.9,42674.0,34.7,20.8,187.5,38.6,8.9,,1.0,82.5,2.0
183,5089,5.990176111177669,16694.0,26.5,4.0,1.0340372670807454,92.4,36581.0,28.8,19.9,342.2,36.9,9.2,68.6,1.0,79.4,2.0
184,5091,97.09411193564047,43257.0,15.0,4.0,1.0277095593346,87.4,42162.0,34.3,21.5,537.4,36.7,9.8,71.0,1.0,86.3,2.0
185,5093,159.89766549408378,40651.0,13.4,4.0,1.0700903471231573,86.6,36718.0,40.9,23.6,987.2,38.2,10.2,,1.0,81.8,2.0
186,5095,74.61572899567228,6701.0,21.0,4.0,1.1601164483260553,90.0,32922.0,38.5,22.2,371.0,36.4,9.8,69.9,1.0,77.2,2.0
187,5097,11.128421989761852,8986.0,24.8,4.0,1.0189436148874527,93.1,38318.0,29.0,18.5,218.5,36.9,9.2,72.4,1.0,81.5,2.0
188,5099,48.47309743092584,8252.0,19.5,4.0,0.918991899189919,92.9,37626.0,35.6,21.3,194.3,35.6,9.7,70.7,1.0,84.1,2.0
189,5101,38.694698826260804,7753.0,23.6,4.0,0.9849208343804976,79.7,36078.0,32.0,19.0,316.1,37.7,8.8,67.4,1.0,79.3,2.0
190,5103,42.767941151312975,23382.0,18.2,4.0,1.111197713691868,90.9,37624.0,38.1,22.8,619.7,35.0,9.6,70.7,1.0,86.7,2.0
191,5105,114.77761836441894,10455.0,18.5,4.0,1.0172009382329945,91.0,45342.0,33.3,18.9,518.6,36.4,9.7,69.3,1.0,79.2,2.0
192,5107,28.118321898549095,17782.0,16.3,3.0,1.1192182410423452,86.1,29945.0,42.8,24.4,1191.9,36.3,9.9,74.5,0.0,79.5,2.0
193,5109,27.99029669714499,10718.0,18.8,4.0,1.011634349030471,87.2,41534.0,33.6,20.1,141.7,36.5,9.6,72.4,1.0,77.5,2.0
194,5111,119.00714042842571,23528.0,17.3,4.0,1.040819783197832,82.1,37370.0,41.7,21.8,347.7,37.8,10.1,68.4,1.0,83.0,2.0
195,5113,40.072129833700664,19964.0,21.4,4.0,1.0480291822879724,90.4,39048.0,33.6,20.5,296.8,38.2,9.2,74.8,1.0,76.8,2.0
196,5115,118.61655637407915,64072.0,14.3,4.0,1.0199534631689668,91.4,45788.0,34.4,19.4,372.4,36.6,9.8,69.3,1.0,84.1,2.0
197,5117,24.807740014884644,8062.0,22.0,4.0,1.010890609874153,88.4,43245.0,44.4,18.5,169.8,36.5,9.9,69.9,1.0,76.8,2.0
198,5119,181.9290604244331,391911.0,13.5,4.0,1.0861770484838829,80.4,49957.0,33.2,18.2,1059.6,35.9,10.4,68.7,0.0,83.2,2.0
199,5121,128.07662323198574,17958.0,20.1,4.0,1.0214681440443214,93.1,37799.0,35.0,20.5,294.6,37.4,9.9,68.4,1.0,82.5,2.0
200,5123,1448.347603424822,24994.0,14.0,3.0,0.8199672667757774,81.1,33257.0,42.9,24.1,776.8,37.0,9.9,70.6,0.0,81.6,2.0
201,5125,66.97321887991374,122437.0,17.0,4.0,1.0295391061452515,93.1,63677.0,30.2,16.5,352.5,35.7,10.1,68.7,1.0,85.2,2.0
202,5127,9.726680284019064,10281.0,18.4,4.0,1.0007561436672967,86.5,35826.0,38.4,20.0,318.1,37.7,9.2,74.8,1.0,79.2,2.0
203,5129,76.13247049866769,7881.0,24.2,4.0,0.966501240694789,97.3,31659.0,32.3,19.9,126.8,37.2,9.0,67.6,1.0,69.9,2.0
204,5131,13.299224733428774,127827.0,14.3,4.0,1.0482791894499839,87.8,46843.0,31.1,21.6,635.6,37.8,10.1,71.6,1.0,82.0,2.0
205,5133,270.4768624683954,17007.0,13.7,4.0,0.9979098931723177,92.2,44100.0,33.3,19.6,216.1,37.3,9.6,72.0,1.0,74.3,2.0
206,5135,217.86492374727672,17442.0,25.5,4.0,1.0442658349328215,97.7,36032.0,37.8,21.1,,37.3,9.7,69.4,1.0,79.9,2.0
207,5137,63.969294738525505,12506.0,25.3,4.0,0.993431592438321,94.9,34009.0,38.9,20.5,239.3,37.2,9.4,69.4,1.0,76.7,2.0
208,5139,302.4662633783155,38682.0,16.6,4.0,1.0575805871163437,88.3,45335.0,34.6,19.9,583.0,34.9,9.6,67.5,1.0,90.1,2.0
209,5141,169.23541855545483,16545.0,24.7,4.0,1.0046673049305888,93.4,40486.0,37.2,19.0,277.8,37.1,9.4,67.6,1.0,82.3,2.0
210,5143,63.13052130759615,239187.0,10.7,4.0,1.0000447071236331,87.4,50893.0,29.8,19.0,454.6,39.1,9.6,72.0,1.0,78.8,2.0
211,5145,46.98233718080581,78753.0,15.2,4.0,1.0362196983416552,86.3,44811.0,31.4,19.3,344.5,37.0,10.0,68.6,1.0,83.0,2.0
